path,file_size_bytes,total_sheets,has_vba,domain,project_number,status
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/2-Curr+0.50Trans/602-RES-0095-1 VIV Damage (LRA+100RP+URA,Empty,F2-Class).xls",13730816,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/2-Curr+0.50Trans/602-RES-0096-1 VIV Fatigue Life(12inPR,Empty,LRA+100RP+URA).xls",9202176,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/2-Curr+0.50Trans/602-RES-0097-1 VIV Damage (LRA+100RP+URA,Water,B-Class).xls",14428160,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/2-Curr+0.50Trans/602-RES-0098-1 VIV Damage (LRA+100RP+URA,Water,E-Class).xls",14117888,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/2-Curr+0.50Trans/602-RES-0099-1 VIV Damage (LRA+100RP+URA,Water,F2-Class).xls",13892096,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/2-Curr+0.50Trans/602-RES-0100-1 VIV Fatigue Life(12inPR,Water,LRA+100RP+URA).xls",9397248,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/3-Curr+0.25Trans/602-RES-0181-1 VIV Damage (LRA+25RP,Empty,B-Class).xls",14461952,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/3-Curr+0.25Trans/602-RES-0182-1 VIV Damage (LRA+25RP,Empty,E-Class).xls",14187520,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/3-Curr+0.25Trans/602-RES-0183-1 VIV Damage (LRA+25RP,Empty,F2-Class).xls",14051840,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/3-Curr+0.25Trans/602-RES-0184-2 VIV Fatigue Life (12inPR,Empty,LRA+25RP).xls",9457152,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/3-Curr+0.25Trans/602-RES-0185-1 VIV Damage (LRA+25RP,Water,B-Class).xls",14491136,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/3-Curr+0.25Trans/602-RES-0186-1 VIV Damage (LRA+25RP,Water,E-Class).xls",14201344,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/3-Curr+0.25Trans/602-RES-0187-1 VIV Damage (LRA+25RP,Water,F2-Class).xls",14028800,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/3-Curr+0.25Trans/602-RES-0188-2 VIV Fatigue Life (12inPR,Water,LRA+25RP).xls",9451008,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/3-Curr+0.25Trans/602-RES-0189-1 VIV Damage (LRA+50RP,Empty,B-Class).xls",14627840,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/3-Curr+0.25Trans/602-RES-0190-1 VIV Damage (LRA+50RP,Empty,E-Class).xls",14503424,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/3-Curr+0.25Trans/602-RES-0191-1 VIV Damage (LRA+50RP,Empty,F2-Class).xls",14350336,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/3-Curr+0.25Trans/602-RES-0192-2 VIV Fatigue Life (12inPR,Empty,LRA+50RP).xls",9787392,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/3-Curr+0.25Trans/602-RES-0193-1 VIV Damage (LRA+50RP,Water,B-Class).xls",14628352,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/3-Curr+0.25Trans/602-RES-0194-1 VIV Damage (LRA+50RP,Water,E-Class).xls",14542848,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/3-Curr+0.25Trans/602-RES-0195-1 VIV Damage (LRA+50RP,Water,F2-Class).xls",14416896,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/3-Curr+0.25Trans/602-RES-0196-1 VIV Fatigue Life (12inPR,Water,LRA+50RP).xls",9850368,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/3-Curr+0.25Trans/602-RES-0197-1 VIV Damage (LRA+75RP,Empty,B-Class).xls",14636544,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/3-Curr+0.25Trans/602-RES-0198-1 VIV Damage (LRA+75RP,Empty,E-Class).xls",14525952,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/3-Curr+0.25Trans/602-RES-0199-1 VIV Damage (LRA+75RP,Empty,F2-Class).xls",14386176,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/3-Curr+0.25Trans/602-RES-0200-2 VIV Fatigue Life (12inPR,Empty,LRA+75RP).xls",9822208,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/3-Curr+0.25Trans/602-RES-0201-1 VIV Damage (LRA+75RP,Water,B-Class).xls",14627840,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/3-Curr+0.25Trans/602-RES-0202-1 VIV Damage (LRA+75RP,Water,E-Class).xls",14521856,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/3-Curr+0.25Trans/602-RES-0203-1 VIV Damage (LRA+75RP,Water,F2-Class).xls",14416384,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/3-Curr+0.25Trans/602-RES-0204-1 VIV Fatigue Life (12inPR,Water,LRA+75RP).xls",9833472,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/3-Curr+0.25Trans/602-RES-0205-1 VIV Damage (LRA+100RP,Empty,B-Class).xls",14628352,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/3-Curr+0.25Trans/602-RES-0206-1 VIV Damage (LRA+100RP,Empty,E-Class).xls",14492160,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/3-Curr+0.25Trans/602-RES-0207-1 VIV Damage (LRA+100RP,Empty,F2-Class).xls",14328320,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/3-Curr+0.25Trans/602-RES-0208-2 VIV Fatigue Life (12inPR,Empty,LRA+100RP).xls",9767936,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/3-Curr+0.25Trans/602-RES-0209-1 VIV Damage (LRA+100RP,Water,B-Class).xls",14630400,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/3-Curr+0.25Trans/602-RES-0210-1 VIV Damage (LRA+100RP,Water,E-Class).xls",14533120,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/3-Curr+0.25Trans/602-RES-0211-1 VIV Damage (LRA+100RP,Water,F2-Class).xls",14405120,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/3-Curr+0.25Trans/602-RES-0212-1 VIV Fatigue Life (12inPR,Water,LRA+100RP).xls",9830912,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/3-Curr+0.25Trans/602-RES-0213-1 VIV Damage (LRA+100RP+URA,Empty,B-Class).xls",14629888,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/3-Curr+0.25Trans/602-RES-0214-1 VIV Damage (LRA+100RP+URA,Empty,E-Class).xls",14489088,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/3-Curr+0.25Trans/602-RES-0215-1 VIV Damage (LRA+100RP+URA,Empty,F2-Class).xls",14333952,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/3-Curr+0.25Trans/602-RES-0216-2 VIV Fatigue Life(12inPR,Empty,LRA+100RP+URA).xls",9773568,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/3-Curr+0.25Trans/602-RES-0217-1 VIV Damage (LRA+100RP+URA,Water,B-Class).xls",14638592,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/3-Curr+0.25Trans/602-RES-0218-1 VIV Damage (LRA+100RP+URA,Water,E-Class).xls",14557696,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/3-Curr+0.25Trans/602-RES-0219-1 VIV Damage (LRA+100RP+URA,Water,F2-Class).xls",14458368,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/3-Curr+0.25Trans/602-RES-0220-1 VIV Fatigue Life(12inPR,Water,LRA+100RP+URA).xls",9873408,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/4-Curr+0.10Trans/602-RES-0261-1 VIV Damage (LRA+25RP,Empty,B-Class).xls",14623232,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/4-Curr+0.10Trans/602-RES-0262-1 VIV Damage (LRA+25RP,Empty,E-Class).xls",14456832,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/4-Curr+0.10Trans/602-RES-0263-1 VIV Damage (LRA+25RP,Empty,F2-Class).xls",14325760,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/4-Curr+0.10Trans/602-RES-0264-2 VIV Fatigue Life (12inPR,Empty,LRA+25RP).xls",9740288,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/4-Curr+0.10Trans/602-RES-0265-1 VIV Damage (LRA+25RP,Water,B-Class).xls",14641152,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/4-Curr+0.10Trans/602-RES-0266-1 VIV Damage (LRA+25RP,Water,E-Class).xls",14521344,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/4-Curr+0.10Trans/602-RES-0267-1 VIV Damage (LRA+25RP,Water,F2-Class).xls",14420480,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/4-Curr+0.10Trans/602-RES-0268-2 VIV Fatigue Life (12inPR,Water,LRA+25RP).xls",9822720,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/4-Curr+0.10Trans/602-RES-0269-1 VIV Damage (LRA+50RP,Empty,B-Class).xls",14661120,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/4-Curr+0.10Trans/602-RES-0270-1 VIV Damage (LRA+50RP,Empty,E-Class).xls",14639616,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/4-Curr+0.10Trans/602-RES-0271-1 VIV Damage (LRA+50RP,Empty,F2-Class).xls",14590976,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/4-Curr+0.10Trans/602-RES-0272-2 VIV Fatigue Life (12inPR,Empty,LRA+50RP).xls",9972736,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/4-Curr+0.10Trans/602-RES-0273-1 VIV Damage (LRA+50RP,Water,B-Class).xls",14663680,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/4-Curr+0.10Trans/602-RES-0274-1 VIV Damage (LRA+50RP,Water,E-Class).xls",14650368,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
