path,file_size_bytes,total_sheets,has_vba,domain,project_number,status
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/1-Curr/602-RES-0029-1 VIV Damage (LRA+50RP,Empty,B-Class).xls",14671360,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/1-Curr/602-RES-0030-1 VIV Damage (LRA+50RP,Empty,E-Class).xls",14673920,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/1-Curr/602-RES-0031-1 VIV Damage (LRA+50RP,Empty,F2-Class).xls",14662144,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/1-Curr/602-RES-0032-2 VIV Fatigue Life (12inPR,Empty,LRA+50RP).xls",10011136,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/1-Curr/602-RES-0033-1 VIV Damage (LRA+50RP,Water,B-Class).xls",14672384,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/1-Curr/602-RES-0034-1 VIV Damage (LRA+50RP,Water,E-Class).xls",14675968,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/1-Curr/602-RES-0035-1 VIV Damage (LRA+50RP,Water,F2-Class).xls",14666752,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/1-Curr/602-RES-0036-2 VIV Fatigue Life (12inPR,Water,LRA+50RP).xls",10014208,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/1-Curr/602-RES-0037-1 VIV Damage (LRA+75RP,Empty,B-Class).xls",14675968,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/1-Curr/602-RES-0038-1 VIV Damage (LRA+75RP,Empty,E-Class).xls",14680576,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/1-Curr/602-RES-0039-1 VIV Damage (LRA+75RP,Empty,F2-Class).xls",14673920,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/1-Curr/602-RES-0040-2 VIV Fatigue Life (12inPR, Empty, LRA+75RP).xls",10016768,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/1-Curr/602-RES-0041-1 VIV Damage (LRA+75RP,Water,B-Class).xls",14676480,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/1-Curr/602-RES-0042-1 VIV Damage (LRA+75RP,Water,E-Class).xls",14682624,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/1-Curr/602-RES-0043-1 VIV Damage (LRA+75RP,Water,F2-Class).xls",14675968,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/1-Curr/602-RES-0044-2 VIV Fatigue Life (12inPR,Water,LRA+75RP).xls",10018304,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/1-Curr/602-RES-0045-1 VIV Damage (LRA+100RP,Empty,B-Class).xls",14674432,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/1-Curr/602-RES-0046-1 VIV Damage (LRA+100RP,Empty,E-Class).xls",14674432,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/1-Curr/602-RES-0047-1 VIV Damage (LRA+100RP,Empty,F2-Class).xls",14658048,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/1-Curr/602-RES-0048-2 VIV Fatigue Life (12inPR,Empty,LRA+100RP).xls",10006528,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/1-Curr/602-RES-0049-1 VIV Damage (LRA+100RP,Water,B-Class).xls",14673920,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/1-Curr/602-RES-0050-1 VIV Damage (LRA+100RP,Water,E-Class).xls",14676992,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/1-Curr/602-RES-0051-1 VIV Damage (LRA+100RP,Water,F2-Class).xls",14666752,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/1-Curr/602-RES-0052-2 VIV Fatigue Life (12inPR,Water,LRA+100RP).xls",10012672,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/1-Curr/602-RES-0053-1 VIV Damage (LRA+100RP+URA,Empty,B-Class).xls",14674432,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/1-Curr/602-RES-0054-1 VIV Damage (LRA+100RP+URA,Empty,E-Class).xls",14677504,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/1-Curr/602-RES-0055-1 VIV Damage (LRA+100RP+URA,Empty,F2-Class).xls",14666240,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/1-Curr/602-RES-0056-2 VIV Fatigue Life (12inPR,Empty,LRA+100RP+URA).xls",10013696,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/1-Curr/602-RES-0057-1 VIV Damage (LRA+100RP+URA,Water,B-Class).xls",14674432,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/1-Curr/602-RES-0058-1 VIV Damage (LRA+100RP+URA,Water,E-Class).xls",14678528,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/1-Curr/602-RES-0059-1 VIV Damage (LRA+100RP+URA,Water,F2-Class).xls",14668800,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/1-Curr/602-RES-0060-2 VIV Fatigue Life (12inPR,Water,LRA+100RP+URA).xls",10016256,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/1-Curr/Old Revs/602-RES-0024-1 VIV Fatigue Life (12inPR,Empty,LRA+25RP).xls",9078784,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/1-Curr/Old Revs/602-RES-0028-1 VIV Fatigue Life (12inPR,Water,LRA+25RP).xls",9109504,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/1-Curr/Old Revs/602-RES-0032-1 VIV Fatigue Life (12inPR,Empty,LRA+50RP).xls",9200128,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/1-Curr/Old Revs/602-RES-0036-1 VIV Fatigue Life (12inPR,Water,LRA+50RP).xls",9233920,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/1-Curr/Old Revs/602-RES-0040-1 VIV Fatigue Life (12inPR, Empty, LRA+75RP).xls",9231360,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/1-Curr/Old Revs/602-RES-0044-1 VIV Fatigue Life (12inPR,Water,LRA+75RP).xls",9232896,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/1-Curr/Old Revs/602-RES-0048-1 VIV Fatigue Life (12inPR,Empty,LRA+100RP).xls",9218048,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/1-Curr/Old Revs/602-RES-0052-1 VIV Fatigue Life (12inPR,Water,LRA+100RP).xls",9497088,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/1-Curr/Old Revs/602-RES-0056-1 VIV Fatigue Life (12inPR,Empty,LRA+100RP+URA).xls",9224704,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/1-Curr/Old Revs/602-RES-0060-1 VIV Fatigue Life (12inPR,Water,LRA+100RP+URA).xls",9228800,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/2-Curr+0.50Trans/602-RES-0061-1 VIV Damage (LRA+25RP,Empty,B-Class).xls",14146560,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/2-Curr+0.50Trans/602-RES-0062-1 VIV Damage (LRA+25RP,Empty,E-Class).xls",13812224,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/2-Curr+0.50Trans/602-RES-0063-1 VIV Damage (LRA+25RP,Empty,F2-Class).xls",13702144,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/2-Curr+0.50Trans/602-RES-0064-2 VIV Fatigue Life (12inPR,Empty,LRA+25RP).xls",9061888,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/2-Curr+0.50Trans/602-RES-0065-1 VIV Damage (LRA+25RP,Water,B-Class).xls",14204416,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/2-Curr+0.50Trans/602-RES-0066-1 VIV Damage (LRA+25RP,Water,E-Class).xls",13871104,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/2-Curr+0.50Trans/602-RES-0067-1 VIV Damage (LRA+25RP,Water,F2-Class).xls",13721088,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/2-Curr+0.50Trans/602-RES-0068-2 VIV Fatigue Life (12inPR,Water,LRA+25RP).xls",9135616,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/2-Curr+0.50Trans/602-RES-0069-1 VIV Damage (LRA+50RP,Empty,B-Class).xls",14191104,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/2-Curr+0.50Trans/602-RES-0070-1 VIV Damage (LRA+50RP,Empty,E-Class).xls",13836800,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/2-Curr+0.50Trans/602-RES-0071-1 VIV Damage (LRA+50RP,Empty,F2-Class).xls",13707264,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/2-Curr+0.50Trans/602-RES-0072-2 VIV Fatigue Life (12inPR,Empty,LRA+50RP).xls",9144832,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/2-Curr+0.50Trans/602-RES-0073-1 VIV Damage (LRA+50RP,Water,B-Class).xls",14279168,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/2-Curr+0.50Trans/602-RES-0074-1 VIV Damage (LRA+50RP,Water,E-Class).xls",13915136,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/2-Curr+0.50Trans/602-RES-0075-1 VIV Damage (LRA+50RP,Water,F2-Class).xls",13750272,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/2-Curr+0.50Trans/602-RES-0076-1 VIV Fatigue Life (12inPR,Water,LRA+50RP).xls",9254912,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/2-Curr+0.50Trans/602-RES-0077-1 VIV Damage (LRA+75RP,Empty,B-Class).xls",14413312,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/2-Curr+0.50Trans/602-RES-0078-1 VIV Damage (LRA+75RP,Empty,E-Class).xls",14045696,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/2-Curr+0.50Trans/602-RES-0079-1 VIV Damage (LRA+75RP,Empty,F2-Class).xls",13844992,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/2-Curr+0.50Trans/602-RES-0080-2 VIV Fatigue Life (12inPR,Empty,LRA+75RP).xls",9310208,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/2-Curr+0.50Trans/602-RES-0081-1 VIV Damage (LRA+75RP,Water,B-Class).xls",14530560,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/2-Curr+0.50Trans/602-RES-0082-1 VIV Damage (LRA+75RP,Water,E-Class).xls",14287360,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/2-Curr+0.50Trans/602-RES-0083-1 VIV Damage (LRA+75RP,Water,F2-Class).xls",14074368,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/2-Curr+0.50Trans/602-RES-0084-1 VIV Fatigue Life (12inPR,Water,LRA+75RP).xls",9556992,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/2-Curr+0.50Trans/602-RES-0085-1 VIV Damage (LRA+100RP,Empty,B-Class).xls",14304256,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/2-Curr+0.50Trans/602-RES-0086-1 VIV Damage (LRA+100RP,Empty,E-Class).xls",13861376,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/2-Curr+0.50Trans/602-RES-0087-1 VIV Damage (LRA+100RP,Empty,F2-Class).xls",13680128,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/2-Curr+0.50Trans/602-RES-0088-2 VIV Fatigue Life (12inPR,Empty,LRA+100RP).xls",9122816,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/2-Curr+0.50Trans/602-RES-0089-1 VIV Damage (LRA+100RP,Water,B-Class).xls",14423040,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/2-Curr+0.50Trans/602-RES-0090-1 VIV Damage (LRA+100RP,Water,E-Class).xls",14071808,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/2-Curr+0.50Trans/602-RES-0091-1 VIV Damage (LRA+100RP,Water,F2-Class).xls",13855232,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/2-Curr+0.50Trans/602-RES-0092-1 VIV Fatigue Life (12inPR,Water,LRA+100RP).xls",9342976,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/2-Curr+0.50Trans/602-RES-0093-1 VIV Damage (LRA+100RP+URA,Empty,B-Class).xls",14361600,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
"/mnt/ace/digitalmodel/docs/domain/subsea-risers/riser-eng-job/2100-blk31-slor-design/600 Lifting & Seafastening Analysis/602 Installation VIV analysis for HMC T&I/RES/12in PR/VIV/2-Curr+0.50Trans/602-RES-0094-1 VIV Damage (LRA+100RP+URA,Empty,E-Class).xls",13943808,0,False,riser,2100,"ok (valid BIFF binary, xlrd needed for details)"
